TransactionID,TransactionDT,TransactionAmt,ProductCD,card_id,device_id,card_type,card_bank,P_emaildomain,addr_match,DeviceType,isFraud
131504,21386.15587673041,19.69,C,8224,6692,credit,Other,temp-mail.org,0,desktop,1
105034,21404.454649034218,238.04,W,4206,10775,credit,ICICI,anonymous.com,0,mobile,1
134632,21407.326925342953,34.97,C,7412,8154,credit,ICICI,anonymous.com,0,tablet,1
108653,21419.035589440897,154.25,W,8409,9578,credit,Axis,yahoo.com,0,desktop,1
139015,21664.820833083708,814.81,W,7878,13739,credit,ICICI,gmail.com,1,desktop,1
132332,21730.422482789283,18.73,C,5760,12278,credit,Kotak,gmail.com,0,mobile,1
141783,22036.60032480088,44.42,C,8105,15681,credit,Kotak,hotmail.com,0,mobile,1
107806,22206.0452451619,8.46,C,4927,9892,debit,Kotak,temp-mail.org,1,mobile,1
137344,22257.35905289286,89.81,W,5750,11302,debit,Kotak,temp-mail.org,0,mobile,1
127594,22559.89977250002,31.04,C,3634,15065,credit,Axis,temp-mail.org,1,tablet,1
132062,22822.921717148063,141.02,C,5357,13273,credit,Axis,temp-mail.org,1,tablet,1
101687,22843.650086323174,119.21,H,7263,8880,debit,HDFC,anonymous.com,0,mobile,1
108371,22885.127445693077,6.88,C,7977,7834,credit,ICICI,temp-mail.org,1,mobile,1
128412,22985.54523308915,25.12,C,4892,13678,credit,SBI,temp-mail.org,0,desktop,1
128953,23041.86604687947,359.24,W,1684,8235,debit,Other,hotmail.com,0,mobile,1
144499,23271.570463123953,19.83,H,8119,13855,debit,ICICI,temp-mail.org,1,mobile,1
125425,23278.33893846907,44.83,C,5422,11884,debit,HDFC,anonymous.com,1,tablet,1
119012,23405.465996102248,190.72,W,4473,10870,credit,Other,hotmail.com,0,desktop,1
131810,23525.092634515782,93.56,H,5696,12378,credit,ICICI,anonymous.com,0,mobile,1
108108,23678.871226826745,152.9,W,1481,15520,credit,SBI,gmail.com,0,mobile,1
136249,23685.070614542907,44.59,W,4471,9815,credit,Other,anonymous.com,1,mobile,1
111162,23789.146459705255,91.27,W,3845,5917,credit,Other,temp-mail.org,0,mobile,1
111751,24130.45920697382,11.68,C,5194,14971,debit,HDFC,temp-mail.org,0,mobile,1
103621,24195.46774853932,115.04,W,5406,6664,credit,ICICI,gmail.com,0,desktop,1
113410,24561.86193136552,56.34,W,3528,12196,debit,Other,hotmail.com,1,mobile,1
149745,24586.709544824997,86.62,W,1163,5329,credit,HDFC,temp-mail.org,1,mobile,1
134354,24675.51841138392,15.82,S,4952,13132,debit,HDFC,temp-mail.org,0,mobile,1
125695,24699.552539340028,175.51,W,4652,6179,credit,Axis,hotmail.com,0,mobile,1
146433,24805.075625308225,25.74,C,7732,13631,debit,HDFC,anonymous.com,0,tablet,1
100310,24917.715080347843,28.45,H,3482,10898,credit,HDFC,temp-mail.org,0,mobile,1
147841,25170.730403053214,43.68,H,1199,9639,credit,ICICI,temp-mail.org,0,mobile,1
125708,25191.77267653175,535.86,W,1863,11882,credit,HDFC,gmail.com,0,unknown,1
130958,25241.16597133672,10.03,C,7439,5398,credit,ICICI,temp-mail.org,1,desktop,1
128158,25429.793110334085,23.51,W,8013,7324,credit,SBI,outlook.com,0,desktop,1
105380,25687.65015732903,226.82,W,7152,13457,credit,SBI,temp-mail.org,1,mobile,1
100849,25824.75094649018,34.48,C,6140,13530,credit,HDFC,temp-mail.org,0,desktop,1
147563,25854.544813649543,92.91,W,6721,17308,debit,HDFC,yahoo.com,0,mobile,1
130083,25939.12216986931,632.55,W,1218,10473,credit,Axis,gmail.com,1,mobile,1
131516,25956.60003661188,39.29,C,1765,14260,credit,Other,temp-mail.org,0,desktop,1
108375,26096.825093647192,294.07,W,7480,15222,debit,HDFC,anonymous.com,0,tablet,1
137643,26329.23176892216,20.4,C,4716,14409,debit,Axis,gmail.com,0,mobile,1
134382,26372.974885123178,11.13,C,5865,12443,credit,SBI,temp-mail.org,0,mobile,1
137915,27323.31820657725,24.68,S,8189,7531,credit,HDFC,anonymous.com,1,mobile,1
101429,27428.717738249128,23.03,C,1185,12731,credit,HDFC,temp-mail.org,0,desktop,1
118493,27506.402800997344,132.09,H,2975,7246,credit,SBI,temp-mail.org,1,mobile,1
106772,27532.366251264586,7.61,C,2106,6026,credit,ICICI,temp-mail.org,1,mobile,1
128423,27557.087693911075,6.8,H,6593,12866,debit,Axis,temp-mail.org,1,desktop,1
107300,27653.31745392718,38.24,S,2473,15845,credit,SBI,temp-mail.org,1,desktop,1
125691,27705.81386259381,319.48,W,1118,11838,credit,ICICI,anonymous.com,1,mobile,1
113679,27738.191092942463,50.29,W,6261,13690,debit,Kotak,gmail.com,1,unknown,1
138743,27753.550798739332,63.97,C,3421,10612,credit,HDFC,yahoo.com,0,mobile,1
101172,27945.78193865862,35.1,C,5375,15426,debit,HDFC,yahoo.com,1,unknown,1
126007,27976.838842252873,5.59,S,6340,7937,debit,HDFC,outlook.com,1,mobile,1
144246,28199.198679842142,17.04,C,1773,6437,debit,Other,anonymous.com,0,desktop,1
130360,28396.540475461457,125.16,W,4032,16916,credit,Kotak,gmail.com,1,unknown,1
139316,28417.959450170987,20.77,W,3353,12831,credit,HDFC,yahoo.com,0,unknown,1
129003,28436.114173843744,10.52,C,5145,7797,debit,HDFC,outlook.com,1,mobile,1
145093,28517.24137798398,34.63,W,8294,13586,debit,SBI,anonymous.com,1,mobile,1
149192,28522.464399778968,15.72,H,2578,13452,debit,Other,temp-mail.org,0,desktop,1
127619,28542.30415353154,48.72,C,5377,17296,credit,SBI,temp-mail.org,1,mobile,1
107846,28920.494066193558,27.44,C,7742,7911,credit,SBI,hotmail.com,0,desktop,1
131823,28951.063576333618,32.42,W,1589,12873,debit,Kotak,hotmail.com,1,mobile,1
121006,29323.608046290457,25.71,W,3925,12353,credit,Other,hotmail.com,1,mobile,1
148704,29357.900973969296,718.15,W,1060,9637,credit,HDFC,temp-mail.org,0,desktop,1
149762,29428.66145270406,59.06,W,1296,15844,debit,Other,anonymous.com,0,tablet,1
121002,29461.51814488176,569.44,H,4075,7854,credit,Other,temp-mail.org,0,mobile,1
112332,29489.500315073445,18.97,C,2120,6483,credit,HDFC,gmail.com,0,mobile,1
129834,29560.591267821997,30.35,C,7518,5493,credit,SBI,anonymous.com,0,mobile,1
100052,29619.205057890875,42.69,W,6613,5915,debit,HDFC,gmail.com,1,desktop,1
110067,29957.867464420815,18.01,C,1739,14598,debit,Axis,anonymous.com,0,desktop,1
102818,30109.086215544172,31.03,W,4640,15363,credit,Axis,gmail.com,1,desktop,1
100062,30449.31601711573,125.57,H,5926,16184,credit,Kotak,yahoo.com,0,mobile,1
133529,30510.501393622424,5.0,C,1753,12260,debit,Other,gmail.com,0,desktop,1
103381,30695.369221815003,27.8,C,2168,8191,debit,ICICI,gmail.com,0,desktop,1
124273,30789.740590687492,32.14,C,5660,17242,credit,SBI,yahoo.com,0,tablet,1
119015,31012.03419281756,58.89,H,4093,17320,debit,Other,yahoo.com,0,mobile,1
143965,31789.712093975402,15.71,C,2190,12572,credit,ICICI,temp-mail.org,0,mobile,1
121595,31986.129822411094,394.24,W,8066,17076,debit,Kotak,yahoo.com,0,mobile,1
135506,32204.823608572075,69.41,W,1039,16169,credit,Kotak,gmail.com,1,mobile,1
114241,32364.93103850837,18.88,C,2166,9160,credit,ICICI,gmail.com,0,tablet,1
120124,32383.55569907181,8.72,S,4738,7412,debit,Kotak,hotmail.com,0,mobile,1
114835,32501.67280138372,1196.97,W,5428,13212,credit,Kotak,anonymous.com,0,desktop,1
135486,32583.35412816127,74.39,W,6622,7209,debit,SBI,temp-mail.org,0,mobile,1
136012,32602.063624649454,32.91,C,8009,5169,credit,ICICI,temp-mail.org,1,mobile,1
142053,32798.61915139189,29.11,C,8068,17007,debit,Axis,anonymous.com,0,mobile,1
124821,32863.70383288208,21.01,H,4796,6450,credit,HDFC,gmail.com,0,desktop,1
136028,33531.27501909164,90.88,C,7715,14276,credit,SBI,protonmail.com,0,mobile,1
121036,33564.83692381096,1049.63,W,3436,8231,credit,Kotak,temp-mail.org,0,mobile,1
124548,33991.665450819084,283.54,W,7468,12272,debit,HDFC,gmail.com,0,tablet,1
143961,34067.79371739554,75.08,W,3133,11529,debit,Axis,yahoo.com,0,mobile,1
142606,34071.72183738843,19.93,W,4672,16202,debit,HDFC,gmail.com,1,desktop,1
145083,34230.82193461782,20.33,C,8408,11937,credit,SBI,hotmail.com,1,unknown,1
111220,34263.95495640847,69.7,H,4267,12950,credit,HDFC,temp-mail.org,0,desktop,1
126024,34279.07328453603,49.46,H,7338,6148,credit,ICICI,anonymous.com,1,mobile,1
144560,34354.39603395132,11.0,C,1250,9192,debit,HDFC,yahoo.com,0,desktop,1
119036,34518.75414347791,43.19,W,2603,14826,credit,HDFC,gmail.com,0,mobile,1
130703,34535.940182100385,22.43,C,1190,5829,credit,ICICI,temp-mail.org,1,desktop,1
125139,34581.40657429093,71.54,W,3425,16222,debit,Kotak,anonymous.com,1,tablet,1
101185,34585.39254198993,13.37,W,1230,8165,debit,SBI,anonymous.com,0,desktop,1
128167,34636.79663749201,87.13,H,1888,8918,credit,HDFC,anonymous.com,0,mobile,1
111466,34683.56561603151,1131.16,W,2208,7877,debit,Axis,anonymous.com,1,desktop,1
103673,34704.945564325295,6.23,C,3484,15469,credit,HDFC,temp-mail.org,0,mobile,1
136864,35567.61300401148,23.32,W,6113,11077,debit,HDFC,hotmail.com,1,mobile,1
109526,35682.92559480721,18.79,S,1111,12052,debit,Kotak,anonymous.com,0,unknown,1
144844,35687.73538890417,21.02,S,7257,13469,credit,HDFC,yahoo.com,0,unknown,1
143447,35838.892215857646,12.71,C,3632,7260,debit,ICICI,yahoo.com,0,mobile,1
102288,35873.79331008864,58.5,C,8111,17070,credit,ICICI,hotmail.com,0,mobile,1
122144,36093.71823132665,57.96,C,6839,8292,credit,SBI,temp-mail.org,0,mobile,1
106531,36318.14889988913,231.4,W,2048,5995,debit,HDFC,anonymous.com,0,mobile,1
114873,36569.28478327227,11.32,W,6350,8029,debit,Kotak,outlook.com,0,mobile,1
120167,36685.92742272971,274.71,W,6648,7953,debit,SBI,gmail.com,0,mobile,1
137956,36836.4936788522,58.3,W,4845,16756,debit,SBI,temp-mail.org,0,desktop,1
141278,36952.28026279301,17.77,C,2226,10626,credit,ICICI,anonymous.com,0,desktop,1
121048,36983.19465272204,11.63,S,2098,6738,credit,ICICI,protonmail.com,0,mobile,1
102287,37198.80453655789,43.79,W,2980,12102,debit,SBI,yahoo.com,1,mobile,1
122389,37440.40955988278,114.18,W,7319,11821,debit,Other,gmail.com,1,unknown,1
129856,37516.20865920007,42.42,W,4275,16584,credit,Kotak,gmail.com,1,tablet,1
102286,37555.395870755085,129.65,H,5163,12700,debit,Other,anonymous.com,0,desktop,1
116227,37685.19822133622,4.45,W,4235,7567,debit,ICICI,temp-mail.org,1,tablet,1
143196,37797.71259388385,49.13,H,2320,13904,debit,SBI,temp-mail.org,1,mobile,1
121886,37963.75208929173,9.1,C,1682,11267,credit,SBI,temp-mail.org,0,desktop,1
124561,37974.50744983115,184.75,H,7780,11081,debit,ICICI,hotmail.com,0,mobile,1
146467,38144.39432842796,19.98,W,1256,5258,credit,SBI,temp-mail.org,1,tablet,1
122666,38198.349137558944,382.96,W,5699,10300,credit,HDFC,hotmail.com,0,mobile,1
131849,38454.81604389471,53.3,W,6224,15705,credit,ICICI,outlook.com,0,mobile,1
114013,38795.131716423435,4.8,S,1596,6972,debit,Kotak,anonymous.com,1,desktop,1
148419,38883.05071073334,8.33,S,4713,12333,debit,ICICI,yahoo.com,1,mobile,1
107321,39246.79718441436,24.8,C,2043,6296,credit,HDFC,yahoo.com,0,mobile,1
119317,40190.92426684585,77.16,W,5431,17287,credit,HDFC,anonymous.com,1,desktop,1
124027,40324.585182356444,29.29,C,1309,8309,debit,HDFC,temp-mail.org,1,mobile,1
105102,40338.77872777954,461.75,W,6292,11067,debit,Other,anonymous.com,1,mobile,1
139059,40475.470233344124,16.3,W,3116,14587,credit,HDFC,gmail.com,1,mobile,1
137947,40591.42927010707,2620.61,W,2976,5910,credit,ICICI,temp-mail.org,0,desktop,1
136335,40673.26138506274,21.01,S,3336,10054,debit,ICICI,temp-mail.org,0,mobile,1
114021,40696.554817469354,194.61,W,6559,7575,credit,Kotak,outlook.com,0,mobile,1
122941,40852.64811846961,34.23,H,3423,11564,credit,Other,anonymous.com,1,mobile,1
104270,41127.03825687178,76.42,W,8132,12468,credit,Axis,yahoo.com,0,mobile,1
110617,41162.26364815222,45.64,H,5092,10368,credit,Other,gmail.com,0,desktop,1
144591,41184.87166849408,63.68,H,5131,13069,debit,HDFC,gmail.com,0,mobile,1
139625,41232.064035496216,12.57,W,5651,7721,debit,Other,temp-mail.org,0,mobile,1
110922,41247.881630403885,95.43,W,6370,17335,credit,ICICI,temp-mail.org,0,desktop,1
111235,41495.60723320535,160.43,W,3719,15818,debit,Kotak,hotmail.com,0,mobile,1
149805,41951.57116515255,302.91,W,7194,8254,credit,SBI,anonymous.com,0,mobile,1
122650,42021.67125592542,19.59,H,1356,8044,debit,SBI,temp-mail.org,0,mobile,1
138272,42127.83127247933,130.12,H,2074,13616,credit,HDFC,temp-mail.org,0,desktop,1
115409,42228.57179707653,8.74,H,2316,6463,credit,HDFC,temp-mail.org,0,desktop,1
142649,42394.47109673875,199.05,C,4545,13178,credit,ICICI,yahoo.com,1,desktop,1
145112,42924.63100308294,284.58,W,7127,6705,debit,ICICI,temp-mail.org,0,desktop,1
124600,42976.91878666095,32.33,C,7126,12400,debit,Axis,yahoo.com,0,mobile,1
116852,43085.78348695318,379.4,W,8044,6667,credit,ICICI,temp-mail.org,0,mobile,1
136045,43310.52790437851,55.05,C,5290,5544,credit,Kotak,yahoo.com,0,mobile,1
120781,43380.578722299884,71.72,W,7946,11487,debit,Other,hotmail.com,0,desktop,1
122674,43541.811805984995,83.0,W,1516,8655,debit,HDFC,anonymous.com,0,mobile,1
127650,43561.491006414806,31.86,W,4898,8417,debit,Kotak,anonymous.com,0,mobile,1
108451,43799.96704855202,421.02,W,5972,9255,debit,ICICI,hotmail.com,0,mobile,1
121332,43964.23588616859,56.5,W,1461,5258,credit,Axis,yahoo.com,0,mobile,1
143183,43968.16064366088,308.56,W,2743,11630,debit,HDFC,temp-mail.org,0,mobile,1
131306,44121.48271365204,148.06,W,6265,14526,credit,Kotak,outlook.com,0,mobile,1
128221,44402.37191433048,55.29,W,2584,11527,debit,ICICI,anonymous.com,1,desktop,1
120785,44532.04984203757,4.75,C,8279,11684,debit,ICICI,yahoo.com,0,mobile,1
117412,44619.35871223753,410.97,W,6246,15442,debit,ICICI,hotmail.com,0,desktop,1
143737,44775.4880415486,32.53,C,4129,6904,debit,ICICI,anonymous.com,0,mobile,1
133285,44986.97783327776,144.93,W,7591,7953,credit,Kotak,anonymous.com,0,desktop,1
139098,45132.880951431565,68.65,W,1945,5548,debit,ICICI,anonymous.com,1,desktop,1
108176,45307.68641879654,1439.32,W,8295,16302,credit,Kotak,gmail.com,0,desktop,1
120450,45847.66687764743,45.33,W,3168,7037,credit,HDFC,protonmail.com,0,desktop,1
142116,46075.02583012561,132.15,H,5045,13529,debit,Axis,outlook.com,0,mobile,1
122186,46168.77448786348,75.46,W,4710,5233,credit,Kotak,yahoo.com,0,unknown,1
133301,46387.69241318137,27.84,C,8348,11288,credit,Axis,temp-mail.org,1,desktop,1
147644,47116.27039936258,34.71,H,7354,5995,debit,HDFC,temp-mail.org,0,desktop,1
120800,47374.19761018302,9.12,C,7738,13229,credit,SBI,temp-mail.org,1,desktop,1
123770,47538.87221008726,3.91,C,6819,7121,credit,HDFC,gmail.com,0,desktop,1
116851,47711.695919649566,83.26,S,7259,9936,credit,HDFC,anonymous.com,0,mobile,1
135789,47768.097540076895,29.05,C,4887,8097,debit,Kotak,yahoo.com,0,desktop,1
101224,47787.03055691168,491.48,W,5981,12859,debit,ICICI,gmail.com,0,desktop,1
128482,47883.10751198798,20.51,C,1737,17030,debit,Kotak,temp-mail.org,0,desktop,1
118545,48021.81785295456,80.59,W,6525,5466,credit,Other,temp-mail.org,0,unknown,1
146805,48027.027781826626,108.22,W,7320,16969,credit,ICICI,protonmail.com,1,desktop,1
101496,48498.43517381222,5.7,C,7385,11853,credit,HDFC,temp-mail.org,1,mobile,1
114320,48527.17585788536,83.08,H,1727,10756,debit,HDFC,gmail.com,0,unknown,1
110365,49159.02578922737,50.48,W,3702,8246,credit,Other,temp-mail.org,1,mobile,1
104294,49401.110766164435,254.02,W,4286,13086,credit,Kotak,temp-mail.org,0,desktop,1
144891,49765.24458858515,53.25,C,4987,15993,debit,SBI,temp-mail.org,1,mobile,1
102606,49857.07278555677,57.18,W,5452,13882,debit,Kotak,gmail.com,0,mobile,1
134160,49913.31885354757,47.01,C,7968,5990,credit,Axis,hotmail.com,1,desktop,1
105454,50040.02310958903,36.7,H,2170,13170,debit,Axis,gmail.com,1,mobile,1
146229,50353.60863878293,26.07,H,6218,9241,debit,HDFC,yahoo.com,0,desktop,1
128227,50387.138959652344,21.44,H,5300,16202,credit,SBI,temp-mail.org,0,unknown,1
120802,50421.73630922726,92.43,H,4089,11789,debit,Other,gmail.com,1,mobile,1
132130,50449.78329639447,40.09,H,8295,8757,debit,SBI,gmail.com,0,mobile,1
147083,50523.04390935507,1599.46,W,2995,10018,credit,ICICI,protonmail.com,0,desktop,1
145960,50881.644805555225,29.22,C,7645,13135,credit,Other,hotmail.com,0,tablet,1
131880,51230.16261590137,21.02,S,4438,7636,debit,Kotak,yahoo.com,0,desktop,1
147660,51274.795525100475,126.6,H,3963,7005,credit,HDFC,gmail.com,1,tablet,1
144043,51474.42526507868,713.89,W,2274,9847,credit,HDFC,anonymous.com,1,desktop,1
108213,51509.86771469053,52.41,W,1817,6171,credit,Other,temp-mail.org,1,desktop,1
128503,51655.36139653668,24.14,C,2882,14022,credit,Kotak,anonymous.com,0,desktop,1
139915,51877.09302715563,5.61,C,6756,9988,credit,SBI,temp-mail.org,1,unknown,1
102344,52019.32733054871,110.2,W,4965,7330,debit,SBI,yahoo.com,1,mobile,1
137440,52192.86978323605,12.67,S,7805,7991,credit,Axis,gmail.com,0,mobile,1
123238,52531.01613426547,34.68,W,2625,6829,debit,Kotak,temp-mail.org,1,desktop,1
141011,52551.61297532618,35.74,C,7220,13545,debit,Other,hotmail.com,0,mobile,1
127125,52671.372403369896,29.0,C,3185,14930,debit,Kotak,anonymous.com,0,desktop,1
103162,52735.80775136698,34.21,C,1992,13976,debit,SBI,temp-mail.org,1,desktop,1
148749,52875.77054913231,502.35,W,3283,16093,credit,HDFC,temp-mail.org,1,desktop,1
102334,52892.565154701086,12.58,S,2998,13501,credit,SBI,gmail.com,0,unknown,1
141018,53050.78806725309,52.2,W,5207,5999,credit,SBI,anonymous.com,0,mobile,1
133590,53185.3440596928,38.0,W,4695,5805,credit,Axis,yahoo.com,1,mobile,1
134726,53323.5598802275,55.06,W,7703,13378,debit,ICICI,anonymous.com,0,mobile,1
107361,53324.27107846156,66.04,H,6434,7509,credit,Kotak,anonymous.com,0,desktop,1
110968,53344.97839726736,36.19,C,4062,17375,credit,Axis,anonymous.com,0,unknown,1
114327,53351.03947287779,115.9,W,3013,7170,debit,ICICI,gmail.com,0,desktop,1
100114,53398.79222418907,36.78,C,2131,8597,debit,SBI,temp-mail.org,1,mobile,1
113237,54185.93080958066,94.77,H,6142,6373,credit,ICICI,temp-mail.org,1,mobile,1
126597,54237.32251567658,39.28,W,1223,16979,credit,Kotak,gmail.com,1,desktop,1
144318,54465.92617699089,43.3,C,6486,5939,debit,ICICI,protonmail.com,0,unknown,1
102903,54530.22904179485,73.11,H,1675,14401,credit,SBI,temp-mail.org,1,mobile,1
134168,54802.66753640139,10.34,S,7754,13982,credit,Kotak,anonymous.com,0,desktop,1
116608,54864.347946074005,248.94,C,2034,5316,credit,Axis,outlook.com,0,tablet,1
133626,55065.08373969908,94.38,H,3121,12859,credit,ICICI,temp-mail.org,0,tablet,1
139941,55068.81111727611,28.91,H,1508,6269,debit,HDFC,anonymous.com,0,mobile,1
139666,55163.25624086077,129.49,W,2534,12384,debit,ICICI,temp-mail.org,1,mobile,1
142690,55288.326438545475,4.33,C,2403,17363,credit,Axis,temp-mail.org,0,mobile,1
105154,55550.31017219908,70.3,H,5322,10001,credit,SBI,anonymous.com,0,desktop,1
133910,55663.51342001778,160.12,W,7526,7820,credit,SBI,gmail.com,0,desktop,1
133316,55749.5346363453,17.47,S,7796,14820,debit,Other,yahoo.com,1,desktop,1
148486,56116.55948447517,6.95,S,1445,17337,debit,Other,hotmail.com,0,desktop,1
129355,56379.05418655634,62.57,C,4459,5389,debit,ICICI,yahoo.com,0,desktop,1
109298,56568.92692200905,41.56,H,1760,7883,credit,SBI,temp-mail.org,0,mobile,1
108500,56599.362732254565,23.04,C,2072,9722,credit,Other,yahoo.com,1,desktop,1
108768,56800.9747410312,15.14,C,6245,15311,credit,ICICI,gmail.com,1,tablet,1
143242,56812.92328488188,19.03,W,7739,13232,debit,SBI,anonymous.com,0,desktop,1
127436,57012.58679409047,179.06,H,3039,6959,credit,SBI,anonymous.com,0,mobile,1
127451,57146.59604265597,94.62,W,2588,13468,debit,ICICI,anonymous.com,1,desktop,1
127455,57192.65632105747,31.84,C,5361,13427,credit,SBI,anonymous.com,0,desktop,1
106032,57485.40639318596,9.11,C,7196,8132,debit,HDFC,anonymous.com,0,unknown,1
135811,57512.903362297526,37.01,W,8098,13492,credit,ICICI,yahoo.com,1,mobile,1
109867,57556.581847981215,11.39,H,1766,11018,credit,Other,anonymous.com,0,desktop,1
149566,57682.19831664821,8.4,C,5614,6301,credit,Kotak,hotmail.com,0,desktop,1
141332,57988.1997533166,11.2,S,3604,12794,credit,SBI,temp-mail.org,1,desktop,1
124635,58053.59689001784,185.14,W,4052,11813,credit,Kotak,anonymous.com,0,desktop,1
103745,58303.467440637665,8.1,S,2028,8566,credit,Axis,yahoo.com,0,desktop,1
139154,58339.10579635024,94.28,W,5695,11739,credit,Other,temp-mail.org,0,mobile,1
147710,58674.430691844456,21.41,S,5781,14547,debit,ICICI,anonymous.com,1,tablet,1
100974,58684.85678738151,58.99,W,2476,7383,debit,ICICI,temp-mail.org,0,mobile,1
